Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Category,Disease
GuineaPig,5.0,Male,Crossbreed,8.0,3.8,15.3,274.0,95.0,39.0,38.0,35.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Cryptosporidium
Fish,14.6,Female,Mixed,8.2,6.1,14.2,352.0,113.0,38.0,32.0,20.0,0.9,1,0,0,0,0,0,0,0,Viral,White Spot Syndrome
Parrot,12.5,Female,Crossbreed,6.7,6.2,16.0,230.0,113.0,28.0,51.0,30.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Sinusitis
Alpaca,2.6,Male,Mixed,8.8,6.8,12.5,319.0,104.0,34.0,38.0,16.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Pleuropneumonia
Sheep,7.3,Female,Purebred,11.9,5.9,15.9,297.0,115.0,44.0,35.0,21.0,0.9,1,0,0,0,0,0,0,0,Viral,Sheep Pox
Ferret,5.8,Male,Crossbreed,9.6,5.9,13.8,320.0,104.0,52.0,39.0,35.0,0.8,0,0,0,1,0,0,0,0,Gastrointestinal,Proliferative Colitis
Dog,5.0,Male,Crossbreed,6.1,6.9,12.9,347.0,111.0,57.0,21.0,32.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,IBD
Parrot,4.5,Female,Purebred,17.6,5.0,16.0,335.0,113.0,32.0,21.0,30.0,1.4,0,0,0,0,0,0,0,0,Bacterial,Psittacosis
Chicken,12.4,Male,Crossbreed,9.5,6.4,12.4,280.0,109.0,31.0,47.0,15.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Pendulous Crop
Turkey,0.6,Male,Crossbreed,9.5,6.4,12.5,368.0,90.0,39.0,26.0,29.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Mycoplasmosis
Cat,12.2,Female,Purebred,7.1,5.0,14.3,368.0,102.0,29.0,21.0,19.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Osteochondrodysplasia
Turtle,9.0,Female,Purebred,6.3,6.4,13.0,343.0,113.0,52.0,42.0,25.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Metabolic Bone Disease
Llama,2.4,Female,Crossbreed,6.2,6.5,13.3,200.0,139.0,26.0,31.0,29.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Sheep,1.7,Female,Crossbreed,9.3,5.3,14.3,373.0,150.0,117.0,58.0,23.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Pregnancy Toxemia
Turtle,8.7,Female,Crossbreed,18.3,6.4,12.6,251.0,115.0,27.0,31.0,18.0,1.3,1,0,0,0,0,0,0,0,Bacterial,Mycobacteriosis
Fish,9.8,Female,Mixed,7.4,5.9,14.0,287.0,98.0,28.0,35.0,22.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Dactylogyrus
Turkey,3.6,Male,Purebred,7.9,6.8,12.9,336.0,106.0,65.0,25.0,28.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Perosis
Chicken,13.4,Female,Crossbreed,7.5,4.1,12.4,303.0,91.0,53.0,21.0,23.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Ascites Syndrome
Pig,1.0,Male,Crossbreed,7.3,5.8,13.1,345.0,115.0,22.0,36.0,30.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Turtle,14.7,Male,Purebred,6.1,6.5,15.2,224.0,91.0,21.0,32.0,30.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Impaction
Snake,10.1,Male,Crossbreed,9.5,6.4,14.2,366.0,104.0,32.0,28.0,18.0,1.4,0,0,1,1,0,0,0,0,Gastrointestinal,Regurgitation
Cat,11.3,Male,Purebred,8.3,7.0,13.0,306.0,139.0,92.0,42.0,31.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
GuineaPig,4.5,Male,Mixed,8.1,4.9,12.7,329.0,112.0,58.0,33.0,29.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Lice
Turtle,7.7,Male,Crossbreed,11.2,5.8,13.2,352.0,94.0,58.0,58.0,27.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Pseudomonas
Duck,2.9,Male,Mixed,6.2,6.7,15.9,359.0,114.0,30.0,58.0,19.0,1.5,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Parrot,6.8,Male,Crossbreed,6.3,5.6,15.9,238.0,112.0,56.0,58.0,34.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Scaly Face Mites
Turkey,4.1,Male,Crossbreed,12.0,5.3,14.3,354.0,100.0,20.0,20.0,22.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Mycoplasma
GuineaPig,8.0,Female,Crossbreed,7.0,5.5,13.6,379.0,92.0,105.0,26.0,35.0,1.5,0,0,0,0,0,0,0,0,Metabolic,Pregnancy Toxemia
Goat,6.2,Male,Purebred,13.5,6.9,14.3,271.0,112.0,30.0,43.0,22.0,1.3,0,0,0,0,0,0,0,0,Viral,Bluetongue
Turkey,0.9,Male,Crossbreed,9.0,5.5,15.8,230.0,118.0,47.0,37.0,29.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Gout
Alpaca,5.6,Male,Crossbreed,9.8,5.2,13.7,356.0,99.0,40.0,28.0,27.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Meningeal Worm
Duck,1.5,Male,Crossbreed,15.3,5.8,15.2,367.0,93.0,48.0,51.0,28.0,0.9,1,0,0,0,0,0,0,0,Viral,Avian Influenza
Fish,1.0,Female,Mixed,9.1,5.0,13.7,305.0,82.0,59.0,29.0,21.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Skeletal Anomalies
Alpaca,14.5,Female,Crossbreed,8.7,5.7,15.4,285.0,92.0,33.0,49.0,31.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Lizard,14.8,Female,Purebred,7.6,6.1,14.6,216.0,102.0,48.0,27.0,31.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Heart Failure
GuineaPig,5.7,Female,Crossbreed,8.9,6.1,12.4,303.0,100.0,35.0,57.0,32.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Cardiomyopathy
Horse,11.1,Female,Mixed,11.7,6.6,12.8,269.0,93.0,59.0,54.0,29.0,1.3,1,0,0,0,0,0,0,0,Viral,Equine Herpesvirus
Dog,7.5,Female,Purebred,10.7,6.6,12.5,360.0,105.0,54.0,24.0,26.0,1.2,1,0,0,0,0,0,0,0,Viral,Rabies
Chicken,7.8,Male,Purebred,6.5,5.3,14.9,390.0,89.0,55.0,52.0,29.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Gapeworm
Sheep,12.8,Male,Crossbreed,8.5,5.5,12.7,237.0,81.0,36.0,28.0,23.0,1.5,0,0,1,1,0,0,0,0,Gastrointestinal,Bloat
Sheep,5.7,Female,Mixed,8.7,5.0,12.2,275.0,118.0,46.0,47.0,28.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Fish,14.1,Male,Mixed,6.0,5.9,15.9,221.0,102.0,59.0,42.0,19.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Bacterial Gill Disease
Turtle,9.3,Female,Mixed,9.0,6.3,14.2,338.0,94.0,92.0,27.0,34.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Hypovitaminosis A
Alpaca,9.9,Female,Mixed,6.1,6.9,13.0,335.0,152.0,108.0,33.0,20.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Ketosis
GuineaPig,11.2,Female,Mixed,6.8,6.2,14.8,336.0,96.0,21.0,43.0,20.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Pig,9.5,Female,Purebred,15.3,5.2,12.0,287.0,84.0,50.0,57.0,24.0,1.0,1,0,0,0,0,0,0,0,Viral,Pseudorabies
Alpaca,9.4,Male,Mixed,7.0,6.4,12.4,240.0,115.0,50.0,21.0,20.0,1.0,0,0,0,1,0,0,0,0,Gastrointestinal,Diarrhea
Chicken,6.7,Female,Purebred,8.4,4.8,13.5,267.0,115.0,35.0,40.0,21.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Gapeworm
Duck,11.7,Male,Mixed,6.8,6.6,13.3,373.0,117.0,54.0,21.0,31.0,1.1,0,0,1,1,0,0,0,0,Gastrointestinal,Impacted Crop
Horse,8.3,Male,Mixed,11.2,5.8,14.0,357.0,104.0,28.0,44.0,23.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Dog,6.4,Female,Mixed,7.0,5.3,12.6,214.0,87.0,47.0,55.0,31.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Cruciate Ligament Rupture
Sheep,13.9,Male,Purebred,12.1,5.7,13.4,366.0,112.0,32.0,57.0,34.0,1.0,1,0,0,0,0,0,0,0,Viral,Sheep Pox
Goat,5.1,Male,Mixed,6.3,6.7,13.4,304.0,112.0,55.0,34.0,24.0,1.1,0,0,0,1,0,0,0,0,Gastrointestinal,Enterotoxemia
Lizard,11.0,Female,Crossbreed,8.0,5.9,15.0,373.0,101.0,52.0,32.0,26.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Bacterial URI
GuineaPig,5.6,Female,Crossbreed,6.9,5.0,14.4,249.0,82.0,36.0,29.0,19.0,1.5,0,0,0,0,1,0,0,0,Parasitic,Cryptosporidium
Lizard,8.3,Female,Crossbreed,17.5,5.4,13.3,309.0,103.0,21.0,58.0,29.0,1.1,1,0,0,0,0,0,0,0,Viral,Adenovirus
Turtle,6.2,Male,Crossbreed,6.8,6.0,13.7,204.0,112.0,23.0,39.0,26.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Soft Shell
Snake,10.6,Female,Mixed,12.5,6.7,12.8,225.0,91.0,41.0,40.0,31.0,1.1,0,0,0,0,0,0,0,0,Viral,Adenovirus
Duck,12.2,Male,Purebred,6.3,6.5,13.6,308.0,119.0,23.0,46.0,16.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Cardiomyopathy
Lizard,8.6,Male,Crossbreed,6.9,5.7,13.5,214.0,76.0,57.0,49.0,28.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Hypovitaminosis A
Turtle,9.7,Female,Mixed,7.8,5.1,14.3,285.0,102.0,41.0,34.0,29.0,1.3,1,0,0,0,0,0,0,0,Viral,Picornavirus
Parrot,3.0,Male,Crossbreed,9.6,6.5,15.6,352.0,104.0,46.0,56.0,27.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
GuineaPig,10.8,Female,Crossbreed,6.7,6.2,15.4,374.0,109.0,50.0,42.0,27.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Streptococcus Lung Infection
Llama,4.4,Female,Mixed,7.1,5.9,14.5,265.0,91.0,28.0,48.0,19.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Goat,7.2,Male,Purebred,9.1,6.5,15.0,230.0,89.0,39.0,31.0,23.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Lungworm Disease
Duck,13.5,Male,Crossbreed,14.0,7.0,15.3,369.0,90.0,43.0,23.0,17.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Riemerella Anatipestifer
GuineaPig,7.3,Male,Crossbreed,7.2,4.0,15.8,378.0,114.0,36.0,21.0,17.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Lice
Llama,1.1,Male,Crossbreed,7.9,6.9,13.7,280.0,96.0,23.0,46.0,30.0,1.3,1,0,0,0,0,0,0,0,Viral,Rabies
Snake,14.0,Male,Mixed,8.5,5.1,13.8,299.0,114.0,38.0,58.0,25.0,1.5,0,0,0,0,1,0,0,0,Parasitic,Cryptosporidium
Llama,2.9,Male,Crossbreed,8.8,6.4,14.6,255.0,86.0,45.0,44.0,19.0,1.3,0,0,1,1,0,0,0,0,Gastrointestinal,Acidosis
Duck,0.8,Female,Mixed,8.4,5.9,15.4,361.0,118.0,41.0,40.0,23.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Horse,1.6,Male,Crossbreed,11.7,5.1,13.7,217.0,104.0,55.0,55.0,28.0,0.9,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Snake,12.1,Female,Crossbreed,6.5,4.2,12.9,338.0,104.0,45.0,58.0,31.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Internal Worms
Parrot,12.9,Female,Mixed,8.4,5.8,12.3,242.0,89.0,39.0,31.0,17.0,0.9,1,0,0,0,0,0,0,0,Viral,Polyomavirus
Chicken,4.5,Female,Crossbreed,7.3,5.6,12.9,226.0,90.0,34.0,47.0,16.0,0.9,0,0,1,0,0,0,0,0,Gastrointestinal,Sour Crop
Horse,12.5,Male,Purebred,9.2,5.3,14.3,301.0,86.0,45.0,31.0,25.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Laminitis
GuineaPig,4.6,Female,Mixed,12.3,5.7,14.2,398.0,107.0,28.0,22.0,18.0,1.2,1,0,0,0,0,0,0,0,Viral,Cytomegalovirus
Llama,7.6,Female,Purebred,9.4,5.7,15.4,281.0,93.0,38.0,50.0,18.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Sheep,11.2,Female,Purebred,9.5,5.6,15.9,386.0,110.0,31.0,25.0,32.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Cattle,13.6,Female,Mixed,8.3,6.1,13.5,357.0,90.0,58.0,56.0,22.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Shipping Fever
Sheep,10.3,Male,Crossbreed,6.9,5.6,13.0,253.0,80.0,55.0,52.0,28.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Dog,1.9,Female,Purebred,16.6,6.9,14.4,385.0,111.0,44.0,20.0,30.0,1.3,1,0,0,0,0,0,0,0,Viral,Kennel Cough
Turtle,11.7,Male,Purebred,9.3,4.8,12.1,241.0,94.0,40.0,45.0,33.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Septic Carditis
Fish,12.9,Male,Purebred,10.0,6.5,15.0,243.0,93.0,39.0,51.0,33.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Cardiomyopathy
Parrot,12.1,Female,Crossbreed,10.9,5.3,15.1,247.0,107.0,43.0,57.0,23.0,0.8,1,0,0,0,0,0,0,0,Viral,Pacheco Disease
Chicken,3.9,Male,Mixed,12.3,5.6,12.2,327.0,104.0,46.0,28.0,21.0,1.2,1,0,0,0,0,0,0,0,Viral,Newcastle Disease
Turtle,14.5,Female,Purebred,8.9,4.9,14.5,398.0,92.0,34.0,23.0,24.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Leeches
Parrot,14.0,Female,Crossbreed,6.4,5.3,14.4,230.0,119.0,38.0,40.0,20.0,1.1,0,0,1,1,0,0,0,0,Gastrointestinal,Enteritis
Chicken,13.6,Male,Crossbreed,17.4,5.1,12.0,242.0,107.0,36.0,36.0,33.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Mycoplasma
Snake,11.1,Male,Purebred,15.0,6.7,15.3,235.0,99.0,25.0,47.0,34.0,0.9,1,0,0,0,0,0,0,0,Viral,Inclusion Body Disease
Sheep,1.2,Female,Crossbreed,6.1,5.0,12.4,375.0,101.0,48.0,36.0,26.0,1.5,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Ferret,1.9,Male,Crossbreed,7.4,5.2,14.3,245.0,116.0,51.0,48.0,27.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Pleural Effusion
Goat,8.7,Male,Mixed,11.3,5.8,15.2,206.0,111.0,30.0,26.0,17.0,0.8,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Sheep,4.2,Male,Purebred,7.4,6.6,15.3,295.0,94.0,35.0,52.0,22.0,0.9,0,0,0,0,0,0,0,0,Musculoskeletal,Footrot
Turtle,12.7,Female,Purebred,7.5,6.6,15.3,277.0,98.0,32.0,57.0,17.0,1.5,0,0,1,1,0,0,0,0,Gastrointestinal,Dysbiosis
Lizard,6.4,Female,Crossbreed,8.6,6.9,14.2,343.0,83.0,37.0,25.0,27.0,1.5,0,0,0,0,0,0,1,0,Respiratory,Respiratory Infection
Turtle,3.9,Male,Purebred,9.3,5.5,14.4,275.0,90.0,24.0,34.0,23.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Roundworms
Lizard,8.6,Female,Purebred,6.6,5.3,14.1,342.0,84.0,33.0,59.0,20.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Heart Failure
Goat,13.8,Female,Mixed,8.5,5.8,15.0,306.0,107.0,37.0,49.0,31.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Abomasal Impaction
Duck,11.6,Female,Purebred,9.4,6.0,14.1,262.0,153.0,81.0,22.0,20.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Rickets
Pig,3.6,Female,Purebred,14.6,5.9,12.5,276.0,105.0,38.0,51.0,35.0,0.9,1,0,0,0,0,0,0,0,Viral,African Swine Fever
Rabbit,9.5,Male,Mixed,10.9,6.1,13.7,232.0,87.0,37.0,50.0,33.0,0.9,0,0,0,0,0,0,0,0,Viral,Rabbit Hemorrhagic Disease
Rabbit,9.2,Female,Purebred,8.6,5.0,15.3,395.0,85.0,29.0,55.0,34.0,1.1,0,0,0,0,0,0,0,0,Viral,Rabies
Turtle,12.9,Male,Purebred,9.8,5.3,13.3,250.0,108.0,35.0,43.0,15.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Coccidia
Chicken,6.7,Female,Crossbreed,9.2,5.4,12.9,363.0,117.0,24.0,38.0,22.0,1.4,0,0,0,0,0,0,0,0,Musculoskeletal,Perosis
Snake,10.1,Female,Mixed,7.8,4.7,13.6,306.0,86.0,43.0,52.0,30.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Horse,6.4,Female,Purebred,6.2,5.1,13.6,339.0,88.0,46.0,30.0,33.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Tendon Injuries
Goat,9.9,Female,Crossbreed,9.2,4.7,14.2,221.0,82.0,46.0,41.0,17.0,0.8,0,0,0,0,0,0,0,0,Parasitic,Coccidiosis
Rabbit,14.7,Female,Crossbreed,14.3,6.2,15.5,258.0,99.0,45.0,36.0,24.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Tyzzer Disease
Duck,6.7,Female,Mixed,6.5,5.2,14.4,305.0,90.0,39.0,40.0,19.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Lameness
Goat,13.1,Female,Crossbreed,10.8,7.0,14.7,369.0,93.0,47.0,44.0,27.0,1.3,1,0,0,0,0,0,0,0,Bacterial,Enterotoxemia
Horse,0.8,Female,Purebred,6.9,6.3,15.0,244.0,108.0,41.0,44.0,32.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Laminitis
Cat,7.2,Male,Purebred,6.3,5.5,12.1,326.0,143.0,53.0,27.0,21.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Diabetes Mellitus
Parrot,2.9,Male,Mixed,6.3,5.2,14.4,268.0,117.0,36.0,26.0,29.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Sinusitis
Snake,9.3,Female,Mixed,9.4,6.2,14.3,251.0,110.0,23.0,57.0,22.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Duck,5.2,Male,Crossbreed,8.2,5.4,12.5,219.0,113.0,57.0,46.0,17.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Duck,0.5,Male,Crossbreed,7.4,5.5,12.1,308.0,114.0,58.0,43.0,25.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Leg Weakness
Cat,6.1,Male,Crossbreed,7.9,5.3,12.3,366.0,119.0,36.0,24.0,16.0,1.4,0,0,0,0,0,0,1,0,Respiratory,URI Complex
Lizard,7.6,Female,Purebred,12.9,6.4,13.5,348.0,107.0,25.0,43.0,20.0,1.4,1,0,0,0,0,0,0,0,Viral,Adenovirus
Turkey,10.3,Male,Purebred,7.2,4.5,15.2,247.0,89.0,42.0,41.0,21.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Alpaca,9.0,Male,Crossbreed,6.9,6.3,15.3,208.0,100.0,48.0,30.0,21.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Acidosis
Fish,13.7,Female,Mixed,8.8,5.6,13.3,388.0,101.0,49.0,57.0,35.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Fish,6.2,Male,Crossbreed,7.8,5.1,15.7,250.0,85.0,43.0,59.0,23.0,0.8,0,0,0,0,0,0,0,0,Cardiovascular,Heart Parasites
Pig,10.0,Male,Crossbreed,7.8,5.3,13.6,223.0,115.0,37.0,35.0,28.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Horse,14.1,Female,Mixed,9.8,5.3,13.9,320.0,103.0,36.0,34.0,18.0,1.1,0,0,0,1,0,0,0,0,Gastrointestinal,Colic
Ferret,3.6,Male,Purebred,7.5,4.3,12.5,251.0,92.0,41.0,47.0,27.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Heart Failure
Snake,6.8,Female,Mixed,6.3,5.9,15.0,317.0,113.0,23.0,39.0,28.0,1.4,0,0,0,0,0,0,0,0,Parasitic,Cryptosporidium
Goat,5.2,Female,Crossbreed,7.3,5.8,14.4,360.0,99.0,37.0,60.0,15.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Parrot,5.5,Female,Mixed,6.1,4.9,14.3,270.0,104.0,21.0,25.0,18.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Horse,6.9,Male,Crossbreed,9.3,6.7,14.4,271.0,112.0,42.0,53.0,28.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Snake,6.5,Male,Crossbreed,7.9,5.0,15.3,365.0,112.0,31.0,53.0,26.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Kinking
Lizard,11.3,Male,Crossbreed,8.4,4.1,15.4,390.0,115.0,31.0,28.0,24.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Mites
Snake,13.2,Female,Purebred,9.8,5.1,12.4,209.0,87.0,42.0,46.0,16.0,1.5,0,0,0,0,0,0,1,0,Respiratory,Inclusion Body Disease Respiratory
Turtle,3.0,Male,Purebred,12.9,6.4,12.7,212.0,108.0,49.0,22.0,34.0,0.9,1,0,0,0,0,0,0,0,Viral,Ranavirus
Alpaca,11.6,Male,Mixed,6.1,7.0,12.2,394.0,102.0,59.0,25.0,25.0,0.9,0,0,0,1,0,0,0,0,Gastrointestinal,Acidosis
Llama,8.4,Female,Crossbreed,13.4,5.1,13.1,270.0,111.0,60.0,30.0,32.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Tuberculosis
Alpaca,5.3,Male,Crossbreed,7.5,5.0,12.3,236.0,118.0,56.0,46.0,24.0,1.3,0,0,0,0,1,0,0,0,Parasitic,Liver Fluke
Snake,6.2,Female,Crossbreed,9.8,6.8,15.6,398.0,93.0,67.0,47.0,25.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Lizard,7.3,Male,Crossbreed,13.7,5.4,15.0,205.0,94.0,51.0,43.0,20.0,1.3,1,0,0,0,0,0,0,0,Viral,Ranavirus
Chicken,7.6,Male,Mixed,9.6,5.1,14.8,237.0,93.0,37.0,56.0,20.0,0.9,0,0,1,0,0,0,0,0,Gastrointestinal,Pendulous Crop
Cattle,7.3,Female,Crossbreed,8.5,6.1,13.6,304.0,116.0,28.0,21.0,32.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,White Muscle Disease
Cat,12.2,Male,Purebred,9.7,6.1,12.7,254.0,88.0,30.0,32.0,26.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Pleural Effusion
Rabbit,1.8,Female,Purebred,8.1,5.4,13.1,280.0,112.0,21.0,46.0,28.0,1.4,0,0,1,0,0,0,0,0,Gastrointestinal,Hairballs
Cattle,10.8,Male,Crossbreed,16.6,6.4,15.7,399.0,109.0,31.0,55.0,16.0,1.0,1,0,0,0,0,0,0,0,Viral,Rabies
Cattle,0.9,Female,Mixed,8.7,5.5,15.0,352.0,93.0,36.0,28.0,35.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Pulmonary Emphysema
Duck,13.4,Male,Mixed,8.7,5.7,12.2,236.0,119.0,37.0,45.0,30.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Fish,3.9,Male,Crossbreed,8.1,6.8,15.2,365.0,112.0,33.0,51.0,18.0,1.3,0,0,1,0,0,0,0,0,Gastrointestinal,Intestinal Blockage
Turtle,4.1,Female,Crossbreed,13.9,5.6,15.4,371.0,111.0,26.0,48.0,34.0,1.3,1,0,0,0,0,0,0,0,Viral,Iridovirus
Ferret,4.9,Female,Crossbreed,12.3,5.0,13.8,217.0,107.0,29.0,58.0,32.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Campylobacter
Turkey,11.3,Female,Purebred,13.1,6.7,12.7,211.0,109.0,39.0,54.0,23.0,0.9,1,0,0,0,0,0,0,0,Viral,Turkey Rhinotracheitis
Llama,8.9,Male,Crossbreed,7.9,6.6,15.9,386.0,117.0,36.0,39.0,29.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Fish,6.4,Female,Purebred,6.2,6.9,14.7,326.0,91.0,30.0,58.0,21.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Fish,14.6,Female,Crossbreed,10.4,5.7,14.1,288.0,115.0,40.0,40.0,18.0,1.5,0,0,0,0,0,0,0,0,Viral,White Spot Syndrome
Duck,7.3,Male,Mixed,16.7,6.8,15.4,335.0,85.0,31.0,22.0,34.0,1.3,1,0,0,0,0,0,0,0,Viral,Reovirus
Sheep,0.5,Male,Mixed,8.3,6.0,15.4,221.0,102.0,41.0,31.0,31.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Chronic Bronchitis
Dog,3.9,Male,Mixed,10.0,5.7,14.5,344.0,84.0,21.0,60.0,20.0,0.8,0,0,0,0,0,0,0,0,Bacterial,Leptospirosis
Turkey,7.1,Male,Mixed,8.7,6.6,15.5,355.0,107.0,21.0,41.0,16.0,1.4,0,0,1,1,0,0,0,0,Gastrointestinal,Blue Comb
Horse,8.3,Female,Mixed,9.4,5.0,14.8,269.0,80.0,36.0,29.0,31.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Horse,14.3,Male,Crossbreed,6.7,5.9,12.2,245.0,95.0,38.0,59.0,31.0,1.3,0,0,1,1,0,0,0,0,Gastrointestinal,Colic
Snake,4.8,Female,Crossbreed,10.9,6.6,12.5,327.0,85.0,23.0,56.0,19.0,1.4,0,0,0,0,0,0,0,0,Bacterial,Mycobacteriosis
Alpaca,11.2,Female,Crossbreed,13.4,5.0,14.0,354.0,117.0,56.0,53.0,33.0,0.9,1,0,0,0,0,0,0,0,Viral,West Nile Virus
Duck,11.4,Female,Crossbreed,8.4,6.4,12.8,289.0,113.0,46.0,36.0,28.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Sinusitis
Alpaca,3.2,Male,Purebred,12.7,5.5,15.9,347.0,108.0,54.0,25.0,29.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Brucellosis
Horse,5.5,Male,Crossbreed,6.8,5.3,15.8,384.0,115.0,45.0,52.0,16.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
